'001;005;CodeBarre;OBAGB001-EVS10-006;CORPS O BAG EVA COMPOUND TEXTURE WAVY;UNICA;6;14,400;86,40;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'002;003;CodeBarre;OBAGB002-EVS00-132;CORPS O BAG MINI EVA COMPOUND;UNICA;4;14,400;57,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'003;001;CodeBarre;OBAGB002-EVS00-158;CORPS O BAG MINI EVA COMPOUND;UNICA;4;14,400;57,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'004;002;8050846006546;OBAGB002-EVS00-347;CORPS O BAG MINI EVA COMPOUND;UNICA;4;14,400;57,60;MINIOBODY       ;CEDRO;0;cedro;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'005;004;CodeBarre;OBAGB002-EVS00-484;CORPS O BAG MINI EVA COMPOUND;UNICA;4;14,400;57,60;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'006;007;CodeBarre;OBAGK700-TESI8-008-S;PACKAGING SACHETS EN TISSU TNT;S;2;0,320;0,64;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'007;012;CodeBarre;OBAGK700-TESI8-008-S;PACKAGING SACHETS EN TISSU TNT;S;2;0,320;0,64;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'008;008;CodeBarre;OBAGK700-TESI8-008-S;PACKAGING SACHETS EN TISSU TNT;S;2;0,320;0,64;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'009;009;CodeBarre;OBAGK700-TESI8-008-S;PACKAGING SACHETS EN TISSU TNT;S;2;0,320;0,64;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'010;010;CodeBarre;OBAGK700-TESI8-008-S;PACKAGING SACHETS EN TISSU TNT;S;2;0,320;0,64;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'011;011;CodeBarre;OBAGK700-TESI8-008-S;PACKAGING SACHETS EN TISSU TNT;S;2;0,320;0,64;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'012;013;CodeBarre;OBAGK700-TESI8-008-M;PACKAGING SACHETS EN TISSU TNT;M;4;0,320;1,28;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'013;006;CodeBarre;OBAGK700-TESI8-008-M;PACKAGING SACHETS EN TISSU TNT;M;4;0,320;1,28;CodeBarre;CodeBarre;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;2017 RI/OBAG/13487 153974
'014;420222100-KG;CodeBarre;2018 50 1791 27/06/2018;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;323,2;2017 RI/OBAG/13487 153974;CodeBarre;CodeBarre;CodeBarre;CodeBarre
'015;630790989-KG;CodeBarre;VEND.N.I.ART.41 L.427/93 UE;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;CodeBarre;CodeBarre;CodeBarre;CodeBarre;323,2;2017 RI/OBAG/13487 153974;CodeBarre;CodeBarre;CodeBarre;CodeBarre
'016;022-PZ;CodeBarre;CodeBarre;PROF1791_2018SOFEA.txt;PROF;27/06/2018;323,20;323,2;CodeBarre;CodeBarre;CodeBarre;CodeBarre;2017 RI/OBAG/13487 153974;CodeBarre;CodeBarre;CodeBarre;CodeBarre;CodeBarre
