000;cotè d’azur blooms .meccanismo dial;.crossing .crossing
000;nero;col. 086
000;rosso/bianco;red/white
000;tortora;turtledove
001;acqua;aqua
001;acqua;water
002;amaranto;amaranth
003;arancione;orange
004;argento;argento
004;argento;silver
005;avio;air force blue
005;avio;air-force blue
005;avio;avio
006;avorio;avorio
006;avorio;ivory
008;bianco;.urban marina
008;bianco;white
008;latte;milk
009;blu navy;blue
009;blu;blue
009;bue;blue
010;blu - grigio;blue - grey
011;blu - nero;blue - black
011;blu - nero;blue/black
011;blu su nero;blue on black
011;blu/nero;blue/black
012;blu acqua;acqua
012;blu acqua;aqua blue
012;blu acqua;blu water
012;blu acqua;blue water
013;blu capri;blu capri
013;blu capri;blue capri
013;blu capri;capri blue
014;blu elettrico;blue electric
014;blu elettrico;electric blue
015;blu iris;blu iris
015;blu iris;blue iris
015;blu iris;iris blue
017;blu navy + argento;blue navy + silver
017;blu navy + argento;navy blue + silver
017;blu navy + catena blu;blue navy + blue chain
017;blu navy + oro;blue navy + gold
017;blu navy + oro;navy blue + gold
017;blu navy + silver;navy blue + silver
017;blu navy - argento;navy blue - silver
017;blu navy+argento;blu navy+argento
017;blu navy;.urban cargo .easter
017;blu navy;blu navy
017;blu navy;blue navy
017;blu navy;col. 347
017;blu navy;navy blue
017;navy;navy
018;bordeaux + oro;burgundy + gold
018;bordeaux;bordeaux
018;bordeaux;burgundy
020;bronzo + oro;bronze + gold
020;bronzo;bronze
022;carta da zucchero;azure
023;celeste;azure
023;celeste;blue
023;celeste;light blue
023;celeste;sky blue
024;cioccolato;chocolate
024;cioccolato;chocolate� 
025;cipria;cipria
025;cipria;face powder
025;cipria;pink powder
025;cipria;powder
025;cipria;powder pink
025;rosa cipria;powder pink
026;blu cobalto - argento;cobalt blue - silver
026;blu cobalto cobalt blue;.deauville
026;blu cobalto;cobalt blue
026;cobalto + argento;cobalt + silver
026;cobalto - argento;cobalt blue - silver
026;cobalto;cobalt
026;cobalto;cobalt blue
026;cobalto;cobalto
027;cuoio;leather
028;ecru;ecru
032;fluo giallo;fluo yellow
035;ghiaccio;ice
036;giallo - argento;yellow - silver
036;giallo;foulard .meccanismo dial O clock
036;giallo;yellow
037;giallo - verde;yellow - green
038;grafite;graphite
039;grigio;great
039;grigio;grey
040;grigio nero;grey black
041;grigio scuro;dark grey
042;legno;wood
043;lilla;lilac
044;lime;lime
045;magenta;magenta
046;mare;mare
046;mare;sea blue
047;marsala;marsala
048;grigio chiaro + argento;grigio chiaro  + silver
048;mattone + argento;brick  + silver
048;mattone+argento;mattone+argento
048;mattone;brick
048;rosa smoke + argento;rosa smoke  + silver
049;mattone - beige;brick - beige
050;melanzana;aubergine
050;melanzana;melanzana
051;mostarda;mostarda
051;mostarda;mustard
052;muschio;moss green
052;muschio;muschio
052;vulcano;vulcano
053;narcissus;narcissus
053;narcisus;narcisus
054;naturale + oro;natural + gold
054;naturale bianco;natural
054;naturale;.easter
054;naturale;natural
055;nero + argento;black + silver
055;nero + argento;nero + argento
055;nero + catena nera;black + black chain
055;nero + silver;black + silver
055;nero - argento;black - silver
055;nero;.urban marina
055;nero;black
055;vernice nero + oro;patent black + gold
055;vernice nero;patent black
057;blu navy/verde bosco/bordeaux;navy blue/green forest/burgundy
058;noce;noce
058;noce;walnut
059;oceano;ocean
060;oliva;oliva
060;oliva;olive
061;oro;gold
062;oro rosa;pink gold
062;oro rosa;rose gold
063;ottanio;ottanio
063;ottanio;teal
066;petrolio;petroil
066;petrolio;petrol
066;petrolio;petroleum
066;petrolio;petroleum blue
067;phard;blush pink
067;phard;phard
068;polvere;dust
068;polvere;dust blue
068;polvere;dusty blue
068;polvere;powder
069;porpora;porpora
069;porpora;purple
069;porpora;purple red
071;latte;milk
071;roccia;rock
072;rosa;pink
074;rosa - salmone;pink - salmon
075;cipria;powder pink
075;rosa smoke + oro;rosa smoke + gold
075;rosa smoke + silver;rose smoke + silver
075;rosa smoke - oro;rose smoke - gold
075;rosa smoke+argento;rosa smoke+argento
075;rosa smoke;pink smoke
075;rosa smoke;rosa smoke
075;rosa smoke;rose smoke
075;rosa smoke;smoke pink
075;rosa smoke;smoke rose
076;rosso - argento;red - silver
076;rosso red;code OHUGI002 ECS70
076;rosso;red
076;rosso;rosso
077;rubino;ocean
077;rubino;rubino
077;rubino;ruby
078;rosa smoke + argento;rose smoke + silver
078;sabbia + argento;sand  + silver
078;sabbia + argento;sand + silver
078;sabbia + oro;sand + gold
078;sabbia - argento;sand - silver
078;sabbia+argento;sand+argento
078;sabbia;metal
078;sabbia;sand
079;senape;mustard
080;salvia;sage
080;salvia;salvia
081;smeraldo;emerald
082;tabacco;tobacco
084;testa di moro + oro;dark brown + gold
084;testa di moro + ottone;dark brown + aged brass
084;testa di moro;dark brown
086;tortora;dove
086;tortora;dove - grey
086;tortora;dove-grey
086;tortora;tortoise
086;tortora;tortora
086;tortora;turtle dove
086;tortora;turtledove
087;taupe;taupe
088;turchese;turchese
088;turchese;turquoise
089;verde;green
090;verde bianco;green - white
090;verde bianco;green white
090;verde bianco;green/white
090;verde bianco;white green
090;verde su bianco;green on white
092;verde scuro;dark green
093;vino;wine
095;viola desaturato;desaturated violet
095;viola desaturato;pale violet
095;viola desaturato;violet desaturated
096;viola pastello;pastel violet
096;viola pastello;viola pastello
097;violetto;violet
098;blu-blu;blue - blue
099;grigio-tortora;grey - dove-grey
100;kiwi-verde;kiwi - green
101;kiwi;kiwi
