 01;;Fichier;;2019-07-Reassort/FAT_2019_50_0001608.txt
 02;;Boutique;;BLAGNAC
 03;;Ref. facture;;2019 50 1608 25/07/2019
 04;;Total facture;;2309,48
 05;;Total produits;;2255,48
 06;;Cumul montant;;2255.48;;Etat courant = 'fichierTraite'
 07;CONTROLE MONTANT OK;;2255,48;2255,48
'001;048;HLESG000-ECS01-008;ANSES LONGUES EN FAUX CUIR MARTELE;UNICA;4;9,600;38,40;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'002;045;HLESG000-ECS01-055;ANSES LONGUES EN FAUX CUIR MARTELE;UNICA;6;9,600;57,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'003;046;HLESG000-ECS01-084;ANSES LONGUES EN FAUX CUIR MARTELE;UNICA;6;9,600;57,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'004;047;HLESG000-ECS01-086;ANSES LONGUES EN FAUX CUIR MARTELE;UNICA;4;9,600;38,40;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'005;042;HLESG000-ECS04-026;ANSES LONGUES EN FAUX CUIR POMPON;UNICA;4;7,030;28,12;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'006;043;HLESG000-PES00-054;ANSES LONGUES EN CUIR;UNICA;6;16,200;97,20;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'007;044;HLESG000-PES00-055;ANSES LONGUES EN CUIR;UNICA;6;16,200;97,20;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'008;049;HLESG000-PES01-017;ANSES LONGUES EN DAIM;UNICA;3;10,500;31,50;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'009;001;HLESG000-ROS00-008;ANSES LONGUES EN CORDE;UNICA;6;7,390;44,34;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'010;050;HLESG000-ROS00-054;ANSES LONGUES EN CORDE;UNICA;20;7,390;147,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'011;051;HLESG000-ROS00-055;ANSES LONGUES EN CORDE;UNICA;20;7,390;147,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'012;083;HLESGC19-EVS54-026;ANSES COURTES EVA COMPOUND EFFET BAMBOU + GOUTTE;UNICA;2;15,190;30,38;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'013;082;HLESGC19-EVS54-055;ANSES COURTES EVA COMPOUND EFFET BAMBOU + GOUTTE;UNICA;2;15,190;30,38;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'014;084;HLESX800-ECS00-009;ANSES COURTES EXTRA SLIM GOUTTE EN FAUX CUIR;UNICA;4;7,800;31,20;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'015;085;HLESX800-ECS00-055;ANSES COURTES EXTRA SLIM GOUTTE EN FAUX CUIR;UNICA;6;7,800;46,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'016;002;OBAGB001-EVS00-002;CORPS O BAG EVA COMPOUND;UNICA;2;14,400;28,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'017;003;OBAGB001-EVS00-005;CORPS O BAG EVA COMPOUND;UNICA;2;14,400;28,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'018;004;OBAGB001-EVS00-017;CORPS O BAG EVA COMPOUND;UNICA;4;14,400;57,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'019;008;OBAGB001-EVS00-048;CORPS O BAG EVA COMPOUND;UNICA;2;14,400;28,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'020;005;OBAGB001-EVS00-055;CORPS O BAG EVA COMPOUND;UNICA;6;14,400;86,40;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'021;006;OBAGB001-EVS00-071;CORPS O BAG EVA COMPOUND;UNICA;2;14,400;28,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'022;007;OBAGB001-EVS00-078;CORPS O BAG EVA COMPOUND;UNICA;4;14,400;57,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'023;010;OBAGB002-EVS00-001;CORPS O BAG MINI EVA COMPOUND;UNICA;2;14,400;28,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'024;009;OBAGB002-EVS00-038;CORPS O BAG MINI EVA COMPOUND;UNICA;6;14,400;86,40;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'025;015;OBAGB002-EVS00-067;CORPS O BAG MINI EVA COMPOUND;UNICA;2;14,400;28,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'026;011;OBAGB002-EVS00-080;CORPS O BAG MINI EVA COMPOUND;UNICA;2;14,400;28,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'027;012;OBAGB002-EVS00-119;CORPS O BAG MINI EVA COMPOUND;UNICA;4;14,400;57,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'028;013;OBAGB002-EVS00-371;CORPS O BAG MINI EVA COMPOUND;UNICA;4;14,400;57,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'029;014;OBAGB002-EVS00-559;CORPS O BAG MINI EVA COMPOUND;UNICA;4;14,400;57,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'030;029;OBAGB018-EVS03-017;CORPS O BAG BEACH MINI EVA COMPOUND EFFET OSIER;UNICA;2;11,880;23,76;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'031;032;OBAGB018-EVS03-088;CORPS O BAG BEACH MINI EVA COMPOUND EFFET OSIER;UNICA;2;11,880;23,76;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'032;033;OBAGB018-EVS03-347;CORPS O BAG BEACH MINI EVA COMPOUND EFFET OSIER;UNICA;2;11,880;23,76;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'033;034;OBAGB018-EVS03-371;CORPS O BAG BEACH MINI EVA COMPOUND EFFET OSIER;UNICA;2;11,880;23,76;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'034;031;OBAGB018-EVS03-422;CORPS O BAG BEACH MINI EVA COMPOUND EFFET OSIER;UNICA;2;11,880;23,76;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'035;030;OBAGB018-EVS03-479;CORPS O BAG BEACH MINI EVA COMPOUND EFFET OSIER;UNICA;2;11,880;23,76;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'036;035;OBAGB206-EVS00-017;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;4;4,800;19,20;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'037;036;OBAGB206-EVS00-055;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;6;4,800;28,80;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'038;037;OBAGB206-EVS00-078;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;2;4,800;9,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'039;041;OBAGB206-EVS00-119;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;2;4,800;9,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'040;038;OBAGB206-EVS00-371;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;4;4,800;19,20;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'041;040;OBAGB206-EVS00-422;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;2;4,800;9,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'042;039;OBAGB206-EVS00-479;CORPS INFERIEUR O POCKET EVA COMPOUND;UNICA;2;4,800;9,60;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'043;104;OBAGK400-CAS03-227;PACKAGING GARANTIE CORPS PAPIER IMPRIME;UNICA;2;0,010;0,02;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
'044;052;OBAGK400-CAS03-227;PACKAGING GARANTIE CORPS PAPIER IMPRIME;UNICA;4;0,010;0,04;FAT_2019_50_0001608.txt;FAT;25/07/2019;2309,48;2255,48;2017 RI/OBAG/19009 338321
