7d6
< 8050450210629
9,10d7
< 8050450210636
< 8050450210643
16d12
< 8050450212043
18,19d13
< 8050450212050
< 8050450212388
25d18
< 8050450212425
27,29d19
< 8050450212456
< 8050450212647
< 8050450212647
36,37d25
< 8050450213668
< 8050450214153
42,45d29
< 8050450215624
< 8050450215624
< 8050450215624
< 8050450215624
47,48d30
< 8050450215631
< 8050450215655
54,56d35
< 8050450217574
< 8050450217581
< 8050450217581
62,64d40
< 8050450218335
< 8050450218342
< 8050450218342
74d49
< 8050538590667
108,109d82
< 8050846004566
< 8050846004573
119d91
< 8050846006393
122,123d93
< 8050846006447
< 8050846006546
126,128d95
< 8050846006553
< 8050846006560
< 8050846006560
132d98
< 8050846006591
139d104
< 8050846006928
142d106
< 8050846006942
156,157d119
< 8050846011151
< 8050846011151
170d131
< 8050846013018
183d143
< 8050846014909
188,189d147
< 8050846016750
< 8050846016750
195d152
< 8050846016941
198,199d154
< 8050846019935
< 8050846019935
209d163
< 8050846030909
211,212d164
< 8050846030916
< 8050846030923
236d187
< 8050846035089
240,241d190
< 8050846035133
< 8050846035133
250d198
< 8050846038905
257,259d204
< 8050846039049
< 8050846039049
< 8050846039056
262,263d206
< 8050846039063
< 8050846039070
266d208
< 8050846039087
268,270d209
< 8050846039094
< 8050846039100
< 8050846039100
273,274d211
< 8050846039117
< 8050846039124
277,278d213
< 8050846039131
< 8050846039148
310,311d244
< 8050846039643
< 8050846039643
315,319d247
< 8050846039681
< 8050846039681
< 8050846039681
< 8050846039681
< 8050846039698
321,322d248
< 8050846039698
< 8050846039704
325,329d250
< 8050846039711
< 8050846039711
< 8050846039711
< 8050846039728
< 8050846039728
335,336d255
< 8050846039780
< 8050846039780
340,341d258
< 8050846039827
< 8050846039827
343,344d259
< 8050846039834
< 8050846039858
347,348d261
< 8050846039865
< 8050846039865
356,357d268
< 8050846041271
< 8050846041288
360d270
< 8050846041295
370,371d279
< 8050846042971
< 8050846042971
384d291
< 8050846044845
391d297
< 8050846045705
396d301
< 8050846049161
403d307
< 8050846050488
411d314
< 8050846050815
456d358
< 8050846061057
469d370
< 8050846061170
472,473d372
< 8050846061194
< 8050846061194
486d384
< 8050846061316
489d386
< 8050846061330
492d388
< 8050846061354
495d390
< 8050846061378
504,507d398
< 8050846061484
< 8050846061484
< 8050846061491
< 8050846061491
531,532d421
< 8050846061828
< 8050846061835
593d481
< 8050846062481
603d490
< 8050846062573
612d498
< 8050846062658
620d505
< 8050846062726
635d519
< 8050846062887
645d528
< 8050846062979
649,650d531
< 8050846063006
< 8050846063013
660d540
< 8050846063105
662,663d541
< 8050846063112
< 8050846063129
666d543
< 8050846063136
672,673d548
< 8050846063181
< 8050846063198
676d550
< 8050846063204
684,685d557
< 8050846063273
< 8050846063280
689d560
< 8050846063334
695,696d565
< 8050846063464
< 8050846063471
699d567
< 8050846063488
709d576
< 8050846063570
717d583
< 8050846066915
744d609
< 8050846082427
747d611
< 8050846082441
754d617
< 8050846083387
873d735
< 8050846090743
923d784
< 8050846091344
1026d886
< 8050846094642
1031d890
< 8050846094697
1035d893
< 8050846094727
1092,1094d949
< 8051770308508
< 8051770308508
< 8051770308539
1098,1099d952
< 8051770308638
< 8051770308652
1102d954
< 8051770308669
1104,1105d955
< 8051770308683
< 8051770308690
1108d957
< 8051770308706
1115,1116d963
< 8051770308805
< 8051770308812
1119d965
< 8051770308829
1122d967
< 8051770309055
1133d977
< 8051770309703
1136,1138d979
< 8051770309819
< 8051770309819
< 8051770309833
1156,1157d996
< 8056098530099
< 8056098534172
1174,1175d1012
< 8056099177125
< 8056099177125
1190,1192d1026
< 8056099178610
< 8056099178863
< 8056099178863
1198d1031
< 8056099179433
1202d1034
< 8056099179617
1213d1044
< 8056300454861
1219d1049
< 8056300455745
1238d1067
< 8058047002022
1243d1071
< 8058333583648
1254d1081
< 8058333587646
1256,1257d1082
< 8058333587677
< 8058333587820
1262d1086
< 8058983592007
1264,1265d1087
< 8058983592014
< 8058983594889
1274d1095
< 8058983596074
1291d1111
< 8058983596913
1295d1114
< 8058983597149
1302d1120
< 8058983598504
